"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",50,5

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" Glass Fiber","1.4100","11.1600","60.0000",

"Name","Max_Force",
"Parameter",,
"Units","kN",
" Glass Fiber","2.30891",

" 1- 1"
"Time","Force","Stroke",
"7.00",.8435938,1.153,
"7.05",.8492187,1.161,
"7.10",.8546875,1.17,
"7.15",.8598437,1.178,
"7.20",.8654687,1.186,
"7.25",.8703125,1.195,
"7.30",.8757812,1.203,
"7.35",.88125,1.211,
"7.40",.8865625,1.22,
"7.45",.891875,1.228,
"7.50",.8976563,1.236,
"7.55",.9026563,1.245,
"7.60",.9082813,1.253,
"7.65",.9135938,1.261,
"7.70",.9195312,1.27,
"7.75",.9245312,1.278,
"7.80",.9298437,1.286,
"7.85",.935625,1.295,
"7.90",.9415625,1.303,
"7.95",.9473438,1.311,
"8.00",.9521875,1.32,
"8.05",.958125,1.328,
"8.10",.9632813,1.336,
"8.15",.9690625,1.345,
"8.20",.9742187,1.353,
"8.25",.9798437,1.361,
"8.30",.9854687,1.37,
"8.35",.9907812,1.378,
"8.40",.99625,1.386,
"8.45",1.001406,1.395,
"8.50",1.007656,1.403,
"8.55",1.0125,1.411,
"8.60",1.018438,1.42,
"8.65",1.024063,1.428,
"8.70",1.029375,1.436,
"8.75",1.035156,1.445,
"8.80",1.040781,1.453,
"8.85",1.046094,1.461,
"8.90",1.05125,1.47,
"8.95",1.056875,1.478,
"9.00",1.062656,1.486,
"9.05",1.067969,1.495,
"9.10",1.07375,1.503,
"9.15",1.079062,1.511,
"9.20",1.084531,1.52,
"9.25",1.090156,1.528,
"9.30",1.095625,1.536,
"9.35",1.101406,1.545,
"9.40",1.106406,1.553,
"9.45",1.112031,1.561,
"9.50",1.117813,1.57,
"9.55",1.123594,1.578,
"9.60",1.12875,1.586,
"9.65",1.134531,1.595,
"9.70",1.140156,1.603,
"9.75",1.145156,1.611,
"9.80",1.15125,1.62,
"9.85",1.156719,1.628,
"9.90",1.162344,1.636,
"9.95",1.168125,1.645,
"10.00",1.17375,1.653,
"10.05",1.179219,1.661,
"10.10",1.185156,1.67,
"10.15",1.190625,1.678,
"10.20",1.196875,1.686,
"10.25",1.201719,1.695,
"10.30",1.208125,1.703,
"10.35",1.21375,1.711,
"10.40",1.219687,1.72,
"10.45",1.225312,1.728,
"10.50",1.230937,1.736,
"10.55",1.23625,1.745,
"10.60",1.242344,1.753,
"10.65",1.248438,1.761,
"10.70",1.25375,1.77,
"10.75",1.260313,1.778,
"10.80",1.265937,1.786,
"10.85",1.27125,1.795,
"10.90",1.276719,1.803,
"10.95",1.283281,1.811,
"11.00",1.288906,1.82,
"11.05",1.295,1.828,
"11.10",1.300469,1.837,
"11.15",1.306094,1.845,
"11.20",1.312188,1.853,
"11.25",1.317656,1.861,
"11.30",1.323125,1.87,
"11.35",1.329375,1.878,
"11.40",1.335156,1.886,
"11.45",1.340937,1.895,
"11.50",1.347188,1.903,
"11.55",1.352813,1.911,
"11.60",1.358906,1.92,
"11.65",1.364531,1.928,
"11.70",1.370469,1.936,
"11.75",1.37625,1.945,
"11.80",1.382344,1.953,
"11.85",1.388125,1.961,
"11.90",1.393906,1.97,
"11.95",1.4,1.978,
"12.00",1.405781,1.986,
"12.05",1.411094,1.995,
"12.10",1.416875,2.003,
"12.15",1.422656,2.011,
"12.20",1.42875,2.02,
"12.25",1.434844,2.028,
"12.30",1.440781,2.036,
"12.35",1.446563,2.045,
"12.40",1.452656,2.053,
"12.45",1.458437,2.062,
"12.50",1.464687,2.07,
"12.55",1.470625,2.078,
"12.60",1.475625,2.087,
"12.65",1.482188,2.095,
"12.70",1.487969,2.103,
"12.75",1.493125,2.111,
"12.80",1.499531,2.12,
"12.85",1.505156,2.128,
"12.90",1.51125,2.136,
"12.95",1.517656,2.145,
"13.00",1.522812,2.153,
"13.05",1.529219,2.161,
"13.10",1.534844,2.17,
"13.15",1.541094,2.178,
"13.20",1.54625,2.186,
"13.25",1.553125,2.195,
"13.30",1.559062,2.203,
"13.35",1.565156,2.211,
"13.40",1.570938,2.22,
"13.45",1.576875,2.228,
"13.50",1.582344,2.236,
"13.55",1.588438,2.245,
"13.60",1.594375,2.253,
"13.65",1.600625,2.261,
"13.70",1.606719,2.27,
"13.75",1.6125,2.278,
"13.80",1.618906,2.286,
"13.85",1.624531,2.295,
"13.90",1.630625,2.303,
"13.95",1.636406,2.311,
"14.00",1.642187,2.32,
"14.05",1.648281,2.328,
"14.10",1.653906,2.336,
"14.15",1.660156,2.345,
"14.20",1.665781,2.353,
"14.25",1.671875,2.361,
"14.30",1.677344,2.37,
"14.35",1.683281,2.378,
"14.40",1.68875,2.386,
"14.45",1.695,2.395,
"14.50",1.701094,2.403,
"14.55",1.707344,2.411,
"14.60",1.712969,2.42,
"14.65",1.719062,2.428,
"14.70",1.725156,2.436,
"14.75",1.731094,2.445,
"14.80",1.736875,2.453,
"14.85",1.742656,2.461,
"14.90",1.748594,2.47,
"14.95",1.754844,2.478,
"15.00",1.760313,2.486,
"15.05",1.76625,2.495,
"15.10",1.772187,2.503,
"15.15",1.778125,2.511,
"15.20",1.784063,2.52,
"15.25",1.79,2.528,
"15.30",1.795625,2.536,
"15.35",1.802344,2.545,
"15.40",1.808125,2.553,
"15.45",1.814062,2.561,
"15.50",1.820469,2.57,
"15.55",1.826094,2.578,
"15.60",1.831719,2.587,
"15.65",1.837188,2.595,
"15.70",1.84375,2.603,
"15.75",1.849687,2.611,
"15.80",1.855469,2.62,
"15.85",1.861406,2.628,
"15.90",1.867188,2.636,
"15.95",1.873594,2.645,
"16.00",1.879688,2.653,
"16.05",1.885781,2.661,
"16.10",1.891875,2.67,
"16.15",1.898281,2.678,
"16.20",1.904375,2.686,
"16.25",1.910156,2.695,
"16.30",1.916719,2.703,
"16.35",1.922187,2.711,
"16.40",1.928594,2.72,
"16.45",1.935156,2.728,
"16.50",1.940313,2.736,
"16.55",1.947344,2.745,
"16.60",1.953437,2.753,
"16.65",1.959687,2.761,
"16.70",1.965781,2.77,
"16.75",1.971875,2.778,
"16.80",1.977969,2.786,
"16.85",1.983906,2.795,
"16.90",1.989844,2.803,
"16.95",1.99625,2.811,
"17.00",2.002344,2.82,
"17.05",2.008281,2.828,
"17.10",2.013906,2.837,
"17.15",2.020313,2.845,
"17.20",2.026562,2.853,
"17.25",2.032344,2.861,
"17.30",2.038438,2.87,
"17.35",2.044375,2.878,
"17.40",2.051094,2.886,
"17.45",2.056719,2.895,
"17.50",2.062813,2.903,
"17.55",2.069219,2.911,
"17.60",2.075156,2.92,
"17.65",2.081406,2.928,
"17.70",2.087188,2.936,
"17.75",2.093125,2.945,
"17.80",2.099531,2.953,
"17.85",2.105625,2.961,
"17.90",2.111719,2.97,
"17.95",2.118125,2.978,
"18.00",2.124063,2.986,
"18.05",2.13,2.995,
"18.10",2.135937,3.003,
"18.15",2.141875,3.011,
"18.20",2.148125,3.02,
"18.25",2.15375,3.028,
"18.30",2.160469,3.036,
"18.35",2.165625,3.045,
"18.40",2.172031,3.053,
"18.45",2.17875,3.061,
"18.50",2.184531,3.07,
"18.55",2.190625,3.078,
"18.60",2.196563,3.087,
"18.65",2.203281,3.095,
"18.70",2.20875,3.103,
"18.75",2.214688,3.111,
"18.80",2.220781,3.12,
"18.85",2.226875,3.128,
"18.90",2.232969,3.136,
"18.95",2.239375,3.145,
"19.00",2.245312,3.153,
"19.05",2.250937,3.161,
"19.10",2.257188,3.17,
"19.15",2.262813,3.178,
"19.20",2.268281,3.186,
"19.25",2.273906,3.195,
"19.30",2.279531,3.203,
"19.35",2.285625,3.211,
"19.40",2.29125,3.22,
"19.45",2.297188,3.228,
"19.50",2.303125,3.236,
"19.55",2.308906,3.245,
"19.60",2.308906,3.254,
"19.60",2.308906,3.254,
"19.60",2.308906,3.254,

