"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",50,5

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" Glass Fiber","1.2150","9.7500","60.0000",

"Name","Max_Force",
"Parameter",,
"Units","kN",
" Glass Fiber","2.08687",

" 1- 1"
"Time","Force","Stroke",
"10.60",1.076563,1.754,
"10.65",1.081563,1.762,
"10.70",1.086875,1.77,
"10.75",1.092188,1.779,
"10.80",1.097344,1.787,
"10.85",1.103125,1.795,
"10.90",1.107813,1.804,
"10.95",1.112813,1.812,
"11.00",1.118281,1.82,
"11.05",1.123438,1.829,
"11.10",1.128906,1.837,
"11.15",1.13375,1.845,
"11.20",1.138906,1.854,
"11.25",1.144063,1.862,
"11.30",1.149375,1.87,
"11.35",1.154844,1.879,
"11.40",1.159844,1.887,
"11.45",1.164844,1.895,
"11.50",1.170313,1.904,
"11.55",1.175156,1.912,
"11.60",1.180625,1.92,
"11.65",1.185625,1.929,
"11.70",1.190469,1.937,
"11.75",1.195469,1.945,
"11.80",1.200781,1.954,
"11.85",1.20625,1.962,
"11.90",1.211094,1.97,
"11.95",1.216094,1.979,
"12.00",1.221719,1.987,
"12.05",1.22625,1.995,
"12.10",1.231406,2.004,
"12.15",1.236562,2.012,
"12.20",1.24125,2.02,
"12.25",1.246562,2.029,
"12.30",1.251562,2.037,
"12.35",1.256562,2.045,
"12.40",1.262344,2.054,
"12.45",1.266875,2.062,
"12.50",1.271562,2.07,
"12.55",1.276719,2.079,
"12.60",1.281719,2.087,
"12.65",1.2875,2.095,
"12.70",1.292344,2.104,
"12.75",1.297656,2.112,
"12.80",1.302344,2.12,
"12.85",1.308125,2.129,
"12.90",1.312812,2.137,
"12.95",1.318125,2.145,
"13.00",1.322813,2.154,
"13.05",1.328594,2.162,
"13.10",1.333437,2.17,
"13.15",1.338594,2.179,
"13.20",1.34375,2.187,
"13.25",1.34875,2.195,
"13.30",1.35375,2.204,
"13.35",1.359063,2.212,
"13.40",1.36375,2.22,
"13.45",1.369063,2.229,
"13.50",1.374375,2.237,
"13.55",1.379375,2.245,
"13.60",1.384688,2.254,
"13.65",1.389844,2.262,
"13.70",1.395156,2.27,
"13.75",1.400313,2.279,
"13.80",1.405469,2.287,
"13.85",1.410625,2.295,
"13.90",1.415938,2.304,
"13.95",1.420938,2.312,
"14.00",1.42625,2.32,
"14.05",1.43125,2.329,
"14.10",1.436406,2.337,
"14.15",1.441406,2.345,
"14.20",1.446406,2.354,
"14.25",1.451406,2.362,
"14.30",1.456406,2.371,
"14.35",1.461563,2.379,
"14.40",1.466563,2.387,
"14.45",1.472031,2.395,
"14.50",1.476875,2.404,
"14.55",1.482188,2.412,
"14.60",1.487031,2.42,
"14.65",1.492344,2.429,
"14.70",1.497813,2.437,
"14.75",1.502969,2.445,
"14.80",1.508438,2.454,
"14.85",1.512812,2.462,
"14.90",1.51875,2.47,
"14.95",1.523906,2.479,
"15.00",1.529219,2.487,
"15.05",1.534844,2.495,
"15.10",1.539688,2.504,
"15.15",1.544844,2.512,
"15.20",1.549844,2.52,
"15.25",1.555,2.529,
"15.30",1.560781,2.537,
"15.35",1.565625,2.545,
"15.40",1.570781,2.554,
"15.45",1.57625,2.562,
"15.50",1.581406,2.57,
"15.55",1.586875,2.579,
"15.60",1.591875,2.587,
"15.65",1.597031,2.596,
"15.70",1.602969,2.604,
"15.75",1.607656,2.612,
"15.80",1.6125,2.621,
"15.85",1.618125,2.629,
"15.90",1.623281,2.637,
"15.95",1.628438,2.645,
"16.00",1.633594,2.654,
"16.05",1.639375,2.662,
"16.10",1.64375,2.67,
"16.15",1.649375,2.679,
"16.20",1.654688,2.687,
"16.25",1.660156,2.695,
"16.30",1.665469,2.704,
"16.35",1.670156,2.712,
"16.40",1.675313,2.72,
"16.45",1.68,2.729,
"16.50",1.685781,2.737,
"16.55",1.69125,2.745,
"16.60",1.696719,2.754,
"16.65",1.701563,2.762,
"16.70",1.706719,2.77,
"16.75",1.712031,2.779,
"16.80",1.716875,2.787,
"16.85",1.722031,2.795,
"16.90",1.727656,2.804,
"16.95",1.732344,2.812,
"17.00",1.737656,2.82,
"17.05",1.742813,2.829,
"17.10",1.748125,2.837,
"17.15",1.752969,2.845,
"17.20",1.758281,2.854,
"17.25",1.763281,2.862,
"17.30",1.76875,2.87,
"17.35",1.77375,2.879,
"17.40",1.778906,2.887,
"17.45",1.784063,2.896,
"17.50",1.789375,2.904,
"17.55",1.795,2.912,
"17.60",1.799844,2.92,
"17.65",1.805,2.929,
"17.70",1.81,2.937,
"17.75",1.815313,2.945,
"17.80",1.820938,2.954,
"17.85",1.826094,2.962,
"17.90",1.830625,2.971,
"17.95",1.836094,2.979,
"18.00",1.84125,2.987,
"18.05",1.846563,2.995,
"18.10",1.851719,3.004,
"18.15",1.856562,3.012,
"18.20",1.861562,3.02,
"18.25",1.866875,3.029,
"18.30",1.871875,3.037,
"18.35",1.877187,3.045,
"18.40",1.8825,3.054,
"18.45",1.887656,3.062,
"18.50",1.891875,3.07,
"18.55",1.897969,3.079,
"18.60",1.902969,3.087,
"18.65",1.908281,3.095,
"18.70",1.912969,3.104,
"18.75",1.918437,3.112,
"18.80",1.923594,3.121,
"18.85",1.92875,3.129,
"18.90",1.933437,3.137,
"18.95",1.938594,3.145,
"19.00",1.943906,3.154,
"19.05",1.948906,3.162,
"19.10",1.953906,3.17,
"19.15",1.959219,3.179,
"19.20",1.964375,3.187,
"19.25",1.969531,3.195,
"19.30",1.974531,3.204,
"19.35",1.979844,3.212,
"19.40",1.984844,3.22,
"19.45",1.989687,3.229,
"19.50",1.995312,3.237,
"19.55",2,3.245,
"19.60",2.005,3.254,
"19.65",2.009844,3.262,
"19.70",2.015,3.27,
"19.75",2.019844,3.279,
"19.80",2.025,3.287,
"19.85",2.03,3.295,
"19.90",2.035,3.304,
"19.95",2.04,3.312,
"20.00",2.045,3.32,
"20.05",2.049687,3.329,
"20.10",2.054688,3.337,
"20.15",2.059062,3.345,
"20.20",2.063437,3.354,
"20.25",2.06875,3.362,
"20.30",2.073125,3.371,
"20.35",2.077969,3.379,
"20.40",2.082344,3.387,
"20.45",2.085938,3.395,
"20.50",2.086875,3.404,
"20.50",2.086875,3.404,
"20.50",2.086875,3.404,

