"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",50,5

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" Glass Fiber","1.3500","10.7250","60.0000",

"Name","Max_Force",
"Parameter",,
"Units","kN",
" Glass Fiber","2.35766",

" 1- 1"
"Time","Force","Stroke",
"5.95",.9375,.985,
"6.00",.9425,.994,
"6.05",.9478125,1.002,
"6.10",.9532812,1.01,
"6.15",.9596875,1.019,
"6.20",.9642187,1.027,
"6.25",.969375,1.035,
"6.30",.9751562,1.044,
"6.35",.980625,1.052,
"6.40",.9857813,1.06,
"6.45",.9910938,1.069,
"6.50",.996875,1.077,
"6.55",1.002031,1.085,
"6.60",1.007656,1.094,
"6.65",1.013594,1.102,
"6.70",1.019531,1.11,
"6.75",1.024219,1.119,
"6.80",1.03,1.127,
"6.85",1.035781,1.135,
"6.90",1.041094,1.144,
"6.95",1.047031,1.152,
"7.00",1.0525,1.16,
"7.05",1.058281,1.169,
"7.10",1.063906,1.177,
"7.15",1.069375,1.185,
"7.20",1.074844,1.194,
"7.25",1.080469,1.202,
"7.30",1.086094,1.21,
"7.35",1.091406,1.219,
"7.40",1.097188,1.227,
"7.45",1.102969,1.235,
"7.50",1.108594,1.244,
"7.55",1.114063,1.252,
"7.60",1.120312,1.26,
"7.65",1.12625,1.269,
"7.70",1.132031,1.277,
"7.75",1.138125,1.285,
"7.80",1.144219,1.294,
"7.85",1.149844,1.302,
"7.90",1.155781,1.31,
"7.95",1.161562,1.319,
"8.00",1.166719,1.327,
"8.05",1.1725,1.336,
"8.10",1.178281,1.344,
"8.15",1.184687,1.352,
"8.20",1.189687,1.36,
"8.25",1.195,1.369,
"8.30",1.20125,1.377,
"8.35",1.206875,1.385,
"8.40",1.212031,1.394,
"8.45",1.218594,1.402,
"8.50",1.224062,1.41,
"8.55",1.23,1.419,
"8.60",1.235625,1.427,
"8.65",1.241406,1.435,
"8.70",1.246875,1.444,
"8.75",1.252813,1.452,
"8.80",1.258906,1.46,
"8.85",1.264688,1.469,
"8.90",1.270156,1.477,
"8.95",1.275469,1.485,
"9.00",1.280938,1.494,
"9.05",1.286875,1.502,
"9.10",1.2925,1.51,
"9.15",1.297812,1.519,
"9.20",1.30375,1.527,
"9.25",1.309687,1.535,
"9.30",1.315469,1.544,
"9.35",1.321094,1.552,
"9.40",1.327031,1.56,
"9.45",1.3325,1.569,
"9.50",1.338438,1.577,
"9.55",1.344219,1.585,
"9.60",1.349687,1.594,
"9.65",1.355,1.602,
"9.70",1.360781,1.61,
"9.75",1.366406,1.619,
"9.80",1.372344,1.627,
"9.85",1.378594,1.635,
"9.90",1.383906,1.644,
"9.95",1.39,1.652,
"10.00",1.395625,1.66,
"10.05",1.401562,1.669,
"10.10",1.407344,1.677,
"10.15",1.413125,1.685,
"10.20",1.419062,1.694,
"10.25",1.424375,1.702,
"10.30",1.430156,1.71,
"10.35",1.435781,1.719,
"10.40",1.441563,1.727,
"10.45",1.447188,1.735,
"10.50",1.453125,1.744,
"10.55",1.459375,1.752,
"10.60",1.465312,1.76,
"10.65",1.471406,1.769,
"10.70",1.4775,1.777,
"10.75",1.483281,1.785,
"10.80",1.489844,1.794,
"10.85",1.495937,1.802,
"10.90",1.502187,1.81,
"10.95",1.507813,1.819,
"11.00",1.514375,1.827,
"11.05",1.519688,1.835,
"11.10",1.525781,1.844,
"11.15",1.531719,1.852,
"11.20",1.537187,1.86,
"11.25",1.543594,1.869,
"11.30",1.54875,1.877,
"11.35",1.554844,1.885,
"11.40",1.561094,1.894,
"11.45",1.566406,1.902,
"11.50",1.572813,1.91,
"11.55",1.579219,1.919,
"11.60",1.585156,1.927,
"11.65",1.59125,1.935,
"11.70",1.597188,1.944,
"11.75",1.603281,1.952,
"11.80",1.610312,1.96,
"11.85",1.615469,1.969,
"11.90",1.621562,1.977,
"11.95",1.627344,1.985,
"12.00",1.633125,1.994,
"12.05",1.639531,2.002,
"12.10",1.645781,2.01,
"12.15",1.652344,2.019,
"12.20",1.658125,2.027,
"12.25",1.664531,2.035,
"12.30",1.669688,2.044,
"12.35",1.67625,2.052,
"12.40",1.682344,2.06,
"12.45",1.688437,2.069,
"12.50",1.694844,2.077,
"12.55",1.700938,2.085,
"12.60",1.706563,2.094,
"12.65",1.7125,2.102,
"12.70",1.71875,2.11,
"12.75",1.725,2.119,
"12.80",1.731094,2.127,
"12.85",1.737188,2.135,
"12.90",1.743125,2.144,
"12.95",1.749063,2.152,
"13.00",1.755625,2.16,
"13.05",1.76125,2.169,
"13.10",1.767656,2.177,
"13.15",1.773906,2.185,
"13.20",1.779844,2.194,
"13.25",1.78625,2.202,
"13.30",1.792187,2.211,
"13.35",1.798281,2.219,
"13.40",1.804375,2.227,
"13.45",1.810625,2.235,
"13.50",1.81625,2.244,
"13.55",1.822969,2.252,
"13.60",1.829062,2.26,
"13.65",1.835312,2.269,
"13.70",1.841719,2.277,
"13.75",1.847969,2.285,
"13.80",1.855,2.294,
"13.85",1.860469,2.302,
"13.90",1.867031,2.31,
"13.95",1.873438,2.319,
"14.00",1.879688,2.327,
"14.05",1.885937,2.336,
"14.10",1.892187,2.344,
"14.15",1.898438,2.352,
"14.20",1.904844,2.36,
"14.25",1.910938,2.369,
"14.30",1.917187,2.377,
"14.35",1.923594,2.385,
"14.40",1.929375,2.394,
"14.45",1.935938,2.402,
"14.50",1.942188,2.41,
"14.55",1.948437,2.419,
"14.60",1.955156,2.427,
"14.65",1.961094,2.435,
"14.70",1.9675,2.444,
"14.75",1.974375,2.452,
"14.80",1.98,2.46,
"14.85",1.986406,2.469,
"14.90",1.991719,2.477,
"14.95",1.998438,2.485,
"15.00",2.004375,2.494,
"15.05",2.01125,2.502,
"15.10",2.0175,2.51,
"15.15",2.023438,2.519,
"15.20",2.029844,2.527,
"15.25",2.035938,2.535,
"15.30",2.042187,2.544,
"15.35",2.048125,2.552,
"15.40",2.054531,2.56,
"15.45",2.060937,2.569,
"15.50",2.066875,2.577,
"15.55",2.072813,2.585,
"15.60",2.079531,2.594,
"15.65",2.085313,2.602,
"15.70",2.091719,2.61,
"15.75",2.097969,2.619,
"15.80",2.104531,2.627,
"15.85",2.111094,2.635,
"15.90",2.117188,2.644,
"15.95",2.123594,2.652,
"16.00",2.129844,2.66,
"16.05",2.136094,2.669,
"16.10",2.142344,2.677,
"16.15",2.148438,2.685,
"16.20",2.154375,2.694,
"16.25",2.160312,2.702,
"16.30",2.166094,2.711,
"16.35",2.172812,2.719,
"16.40",2.178281,2.727,
"16.45",2.184062,2.735,
"16.50",2.190469,2.744,
"16.55",2.197031,2.752,
"16.60",2.202656,2.76,
"16.65",2.208906,2.769,
"16.70",2.215,2.777,
"16.75",2.22125,2.785,
"16.80",2.227344,2.794,
"16.85",2.233281,2.802,
"16.90",2.239375,2.81,
"16.95",2.245469,2.819,
"17.00",2.251406,2.827,
"17.05",2.257188,2.835,
"17.10",2.263281,2.844,
"17.15",2.268906,2.852,
"17.20",2.274688,2.86,
"17.25",2.280469,2.869,
"17.30",2.286094,2.877,
"17.35",2.292031,2.885,
"17.40",2.298125,2.894,
"17.45",2.303125,2.902,
"17.50",2.309375,2.91,
"17.55",2.315,2.919,
"17.60",2.32125,2.927,
"17.65",2.326875,2.935,
"17.70",2.332813,2.944,
"17.75",2.338906,2.952,
"17.80",2.344844,2.96,
"17.85",2.35,2.969,
"17.90",2.353437,2.977,
"17.95",2.357656,2.985,
"18.00",2.319688,2.995,
"18.00",2.319688,2.995,
"18.00",2.319688,2.995,

