"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",50,5

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" Carbon Fiber","1.6250","11.2200","60.0000",

"Name","Max_Force",
"Parameter",,
"Units","kN",
" Carbon Fiber","5.12063",

" 1- 1"
"Time","Force","Stroke",
"8.35",2.494375,1.386,
"8.40",2.507188,1.394,
"8.45",2.519063,1.403,
"8.50",2.530625,1.411,
"8.55",2.542813,1.419,
"8.60",2.55375,1.428,
"8.65",2.565625,1.436,
"8.70",2.57625,1.444,
"8.75",2.586875,1.453,
"8.80",2.5975,1.461,
"8.85",2.607188,1.469,
"8.90",2.61875,1.478,
"8.95",2.629688,1.486,
"9.00",2.641875,1.494,
"9.05",2.653438,1.503,
"9.10",2.664687,1.511,
"9.15",2.676563,1.519,
"9.20",2.688125,1.528,
"9.25",2.700625,1.536,
"9.30",2.712188,1.544,
"9.35",2.72375,1.553,
"9.40",2.736562,1.561,
"9.45",2.748125,1.569,
"9.50",2.759375,1.578,
"9.55",2.772187,1.586,
"9.60",2.783437,1.594,
"9.65",2.795,1.603,
"9.70",2.807188,1.611,
"9.75",2.819062,1.619,
"9.80",2.830625,1.628,
"9.85",2.8425,1.636,
"9.90",2.855,1.644,
"9.95",2.866875,1.653,
"10.00",2.878125,1.661,
"10.05",2.890625,1.669,
"10.10",2.9025,1.678,
"10.15",2.914375,1.686,
"10.20",2.92625,1.694,
"10.25",2.937813,1.703,
"10.30",2.950313,1.711,
"10.35",2.961562,1.719,
"10.40",2.974062,1.728,
"10.45",2.98625,1.736,
"10.50",2.9975,1.744,
"10.55",3.010313,1.753,
"10.60",3.023125,1.761,
"10.65",3.034688,1.769,
"10.70",3.048125,1.778,
"10.75",3.058438,1.786,
"10.80",3.071563,1.794,
"10.85",3.083125,1.803,
"10.90",3.095625,1.811,
"10.95",3.108125,1.819,
"11.00",3.119375,1.828,
"11.05",3.132188,1.836,
"11.10",3.144063,1.844,
"11.15",3.15625,1.853,
"11.20",3.16875,1.861,
"11.25",3.180625,1.869,
"11.30",3.193438,1.878,
"11.35",3.205625,1.886,
"11.40",3.216563,1.894,
"11.45",3.23,1.903,
"11.50",3.241563,1.911,
"11.55",3.25375,1.919,
"11.60",3.267188,1.928,
"11.65",3.279063,1.936,
"11.70",3.292813,1.944,
"11.75",3.305,1.953,
"11.80",3.318125,1.961,
"11.85",3.330625,1.969,
"11.90",3.343125,1.978,
"11.95",3.35625,1.986,
"12.00",3.369062,1.995,
"12.05",3.382188,2.003,
"12.10",3.395313,2.011,
"12.15",3.407813,2.019,
"12.20",3.42125,2.028,
"12.25",3.435,2.036,
"12.30",3.447813,2.044,
"12.35",3.46125,2.053,
"12.40",3.474688,2.061,
"12.45",3.48875,2.07,
"12.50",3.500937,2.078,
"12.55",3.514688,2.086,
"12.60",3.527812,2.094,
"12.65",3.54125,2.103,
"12.70",3.555,2.111,
"12.75",3.568438,2.119,
"12.80",3.582187,2.128,
"12.85",3.595,2.136,
"12.90",3.608125,2.144,
"12.95",3.621562,2.153,
"13.00",3.635,2.161,
"13.05",3.647813,2.169,
"13.10",3.66125,2.178,
"13.15",3.674062,2.186,
"13.20",3.6875,2.195,
"13.25",3.70125,2.203,
"13.30",3.713438,2.211,
"13.35",3.727813,2.219,
"13.40",3.739687,2.228,
"13.45",3.75375,2.236,
"13.50",3.767188,2.244,
"13.55",3.779375,2.253,
"13.60",3.792813,2.261,
"13.65",3.806562,2.269,
"13.70",3.81875,2.278,
"13.75",3.832813,2.286,
"13.80",3.84625,2.294,
"13.85",3.860312,2.303,
"13.90",3.872813,2.311,
"13.95",3.885625,2.319,
"14.00",3.9,2.328,
"14.05",3.913438,2.336,
"14.10",3.92625,2.344,
"14.15",3.939687,2.353,
"14.20",3.952812,2.361,
"14.25",3.966563,2.369,
"14.30",3.98,2.378,
"14.35",3.992812,2.386,
"14.40",4.005938,2.394,
"14.45",4.019375,2.403,
"14.50",4.033438,2.411,
"14.55",4.04625,2.419,
"14.60",4.059688,2.428,
"14.65",4.07375,2.436,
"14.70",4.086875,2.444,
"14.75",4.101563,2.453,
"14.80",4.115,2.461,
"14.85",4.12875,2.469,
"14.90",4.1425,2.478,
"14.95",4.156562,2.486,
"15.00",4.170312,2.495,
"15.05",4.184375,2.503,
"15.10",4.196875,2.511,
"15.15",4.211563,2.519,
"15.20",4.225625,2.528,
"15.25",4.238125,2.536,
"15.30",4.250937,2.544,
"15.35",4.264375,2.553,
"15.40",4.27875,2.561,
"15.45",4.290312,2.57,
"15.50",4.304375,2.578,
"15.55",4.317187,2.586,
"15.60",4.330937,2.594,
"15.65",4.345313,2.603,
"15.70",4.358438,2.611,
"15.75",4.372188,2.619,
"15.80",4.385938,2.628,
"15.85",4.399063,2.636,
"15.90",4.41375,2.644,
"15.95",4.426875,2.653,
"16.00",4.440938,2.661,
"16.05",4.454688,2.669,
"16.10",4.468438,2.678,
"16.15",4.482812,2.686,
"16.20",4.496562,2.694,
"16.25",4.51125,2.703,
"16.30",4.524375,2.711,
"16.35",4.539063,2.719,
"16.40",4.553125,2.728,
"16.45",4.566875,2.736,
"16.50",4.58125,2.744,
"16.55",4.595313,2.753,
"16.60",4.609687,2.761,
"16.65",4.624375,2.769,
"16.70",4.637813,2.778,
"16.75",4.652187,2.786,
"16.80",4.665937,2.794,
"16.85",4.680625,2.803,
"16.90",4.69375,2.811,
"16.95",4.709688,2.819,
"17.00",4.72375,2.828,
"17.05",4.738125,2.836,
"17.10",4.752188,2.844,
"17.15",4.7675,2.853,
"17.20",4.781562,2.861,
"17.25",4.795625,2.869,
"17.30",4.81,2.878,
"17.35",4.824062,2.886,
"17.40",4.838125,2.894,
"17.45",4.853125,2.903,
"17.50",4.867188,2.911,
"17.55",4.881563,2.919,
"17.60",4.89625,2.928,
"17.65",4.91125,2.936,
"17.70",4.927187,2.944,
"17.75",4.94125,2.953,
"17.80",4.956563,2.961,
"17.85",4.972188,2.969,
"17.90",4.985625,2.978,
"17.95",5.000312,2.986,
"18.00",5.016562,2.994,
"18.05",5.031562,3.003,
"18.10",5.04625,3.011,
"18.15",5.060625,3.019,
"18.20",5.075937,3.028,
"18.25",5.090938,3.036,
"18.30",5.105625,3.044,
"18.35",5.120625,3.053,
"18.35",5.120625,3.053,
"18.35",5.120625,3.053,

