"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",50,5

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" Carbon Fiber","1.6300","11.0400","60.0000",

"Name","Max_Force",
"Parameter",,
"Units","kN",
" Carbon Fiber","5.51125",

" 1- 1"
"Time","Force","Stroke",
"11.90",3.018125,1.978,
"11.95",3.029063,1.986,
"12.00",3.03875,1.994,
"12.05",3.049062,2.002,
"12.10",3.058125,2.011,
"12.15",3.06875,2.019,
"12.20",3.078438,2.027,
"12.25",3.088438,2.036,
"12.30",3.099375,2.044,
"12.35",3.109688,2.053,
"12.40",3.119375,2.061,
"12.45",3.13,2.069,
"12.50",3.139375,2.077,
"12.55",3.149688,2.086,
"12.60",3.16,2.094,
"12.65",3.170625,2.103,
"12.70",3.181875,2.111,
"12.75",3.191562,2.119,
"12.80",3.2025,2.128,
"12.85",3.2125,2.136,
"12.90",3.222812,2.144,
"12.95",3.234062,2.152,
"13.00",3.244375,2.161,
"13.05",3.255,2.169,
"13.10",3.265625,2.178,
"13.15",3.276562,2.186,
"13.20",3.2875,2.194,
"13.25",3.2975,2.202,
"13.30",3.309062,2.211,
"13.35",3.319375,2.219,
"13.40",3.330625,2.228,
"13.45",3.342187,2.236,
"13.50",3.353125,2.244,
"13.55",3.364687,2.253,
"13.60",3.375313,2.261,
"13.65",3.385937,2.269,
"13.70",3.397813,2.278,
"13.75",3.40875,2.286,
"13.80",3.419375,2.294,
"13.85",3.43125,2.302,
"13.90",3.440938,2.311,
"13.95",3.4525,2.319,
"14.00",3.463438,2.327,
"14.05",3.474688,2.336,
"14.10",3.485938,2.344,
"14.15",3.496875,2.353,
"14.20",3.508125,2.361,
"14.25",3.519375,2.369,
"14.30",3.530313,2.378,
"14.35",3.540937,2.386,
"14.40",3.55125,2.394,
"14.45",3.5625,2.403,
"14.50",3.57375,2.411,
"14.55",3.585313,2.419,
"14.60",3.596562,2.427,
"14.65",3.6075,2.436,
"14.70",3.619688,2.444,
"14.75",3.63,2.452,
"14.80",3.640938,2.461,
"14.85",3.652188,2.469,
"14.90",3.664063,2.477,
"14.95",3.675625,2.486,
"15.00",3.686563,2.494,
"15.05",3.697187,2.502,
"15.10",3.708437,2.511,
"15.15",3.719687,2.519,
"15.20",3.730937,2.527,
"15.25",3.743438,2.536,
"15.30",3.75375,2.544,
"15.35",3.76625,2.552,
"15.40",3.777188,2.561,
"15.45",3.788438,2.569,
"15.50",3.799687,2.577,
"15.55",3.811875,2.586,
"15.60",3.8225,2.594,
"15.65",3.834375,2.603,
"15.70",3.845937,2.611,
"15.75",3.857188,2.619,
"15.80",3.86875,2.627,
"15.85",3.880938,2.636,
"15.90",3.893125,2.644,
"15.95",3.904687,2.653,
"16.00",3.916563,2.661,
"16.05",3.929375,2.669,
"16.10",3.940312,2.677,
"16.15",3.95125,2.686,
"16.20",3.963125,2.694,
"16.25",3.974062,2.702,
"16.30",3.985625,2.711,
"16.35",3.997813,2.719,
"16.40",4.01,2.728,
"16.45",4.021875,2.736,
"16.50",4.03375,2.744,
"16.55",4.04625,2.753,
"16.60",4.0575,2.761,
"16.65",4.07,2.769,
"16.70",4.082188,2.778,
"16.75",4.09375,2.786,
"16.80",4.10625,2.794,
"16.85",4.119062,2.802,
"16.90",4.13125,2.811,
"16.95",4.143125,2.819,
"17.00",4.155625,2.827,
"17.05",4.168125,2.836,
"17.10",4.18,2.844,
"17.15",4.193125,2.853,
"17.20",4.205313,2.861,
"17.25",4.217813,2.869,
"17.30",4.231563,2.878,
"17.35",4.243125,2.886,
"17.40",4.255,2.894,
"17.45",4.2675,2.902,
"17.50",4.280313,2.911,
"17.55",4.293125,2.919,
"17.60",4.306562,2.927,
"17.65",4.319063,2.936,
"17.70",4.330937,2.944,
"17.75",4.344062,2.952,
"17.80",4.356875,2.961,
"17.85",4.37,2.969,
"17.90",4.383125,2.977,
"17.95",4.395312,2.986,
"18.00",4.408125,2.994,
"18.05",4.421563,3.003,
"18.10",4.435,3.011,
"18.15",4.4475,3.019,
"18.20",4.460625,3.028,
"18.25",4.474062,3.036,
"18.30",4.4875,3.044,
"18.35",4.499375,3.053,
"18.40",4.5125,3.061,
"18.45",4.526563,3.069,
"18.50",4.5375,3.077,
"18.55",4.552187,3.086,
"18.60",4.565312,3.094,
"18.65",4.577188,3.103,
"18.70",4.590312,3.111,
"18.75",4.603437,3.119,
"18.80",4.616875,3.128,
"18.85",4.630312,3.136,
"18.90",4.644375,3.144,
"18.95",4.656875,3.153,
"19.00",4.670625,3.161,
"19.05",4.684375,3.169,
"19.10",4.698438,3.177,
"19.15",4.710625,3.186,
"19.20",4.725313,3.194,
"19.25",4.739062,3.202,
"19.30",4.751875,3.211,
"19.35",4.764688,3.219,
"19.40",4.77875,3.228,
"19.45",4.7925,3.236,
"19.50",4.805937,3.244,
"19.55",4.820313,3.253,
"19.60",4.833437,3.261,
"19.65",4.845938,3.269,
"19.70",4.859375,3.278,
"19.75",4.872812,3.286,
"19.80",4.887187,3.294,
"19.85",4.90125,3.302,
"19.90",4.914688,3.311,
"19.95",4.92875,3.319,
"20.00",4.9425,3.327,
"20.05",4.95625,3.336,
"20.10",4.970313,3.344,
"20.15",4.983438,3.353,
"20.20",4.998125,3.361,
"20.25",5.010938,3.369,
"20.30",5.025312,3.378,
"20.35",5.038437,3.386,
"20.40",5.052187,3.394,
"20.45",5.065938,3.403,
"20.50",5.079688,3.411,
"20.55",5.09375,3.419,
"20.60",5.106563,3.427,
"20.65",5.12125,3.436,
"20.70",5.135313,3.444,
"20.75",5.14875,3.452,
"20.80",5.162813,3.461,
"20.85",5.1775,3.469,
"20.90",5.191563,3.477,
"20.95",5.204688,3.486,
"21.00",5.21875,3.494,
"21.05",5.233438,3.503,
"21.10",5.247188,3.511,
"21.15",5.262187,3.519,
"21.20",5.275625,3.528,
"21.25",5.29,3.536,
"21.30",5.303125,3.544,
"21.35",5.318125,3.552,
"21.40",5.33125,3.561,
"21.45",5.345,3.569,
"21.50",5.357187,3.577,
"21.55",5.370313,3.586,
"21.60",5.3825,3.594,
"21.65",5.396875,3.603,
"21.70",5.410313,3.611,
"21.75",5.425625,3.619,
"21.80",5.439375,3.628,
"21.85",5.45375,3.636,
"21.90",5.4675,3.644,
"21.95",5.481563,3.653,
"22.00",5.497188,3.661,
"22.05",5.51125,3.669,
"22.05",5.51125,3.669,
"22.05",5.51125,3.669,

