"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",50,5

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" Carbon Fiber","1.5750","10.8700","60.0000",

"Name","Max_Force",
"Parameter",,
"Units","kN",
" Carbon Fiber","6.25156",

" 1- 1"
"Time","Force","Stroke",
"6.50",1.644063,1.075,
"6.55",1.652812,1.084,
"6.60",1.662187,1.092,
"6.65",1.671563,1.1,
"6.70",1.682188,1.109,
"6.75",1.690938,1.117,
"6.80",1.700938,1.125,
"6.85",1.711563,1.134,
"6.90",1.720312,1.142,
"6.95",1.730312,1.15,
"7.00",1.740312,1.159,
"7.05",1.750312,1.167,
"7.10",1.76,1.175,
"7.15",1.769688,1.184,
"7.20",1.779063,1.192,
"7.25",1.78875,1.2,
"7.30",1.799062,1.209,
"7.35",1.808437,1.217,
"7.40",1.819062,1.225,
"7.45",1.8275,1.234,
"7.50",1.837188,1.242,
"7.55",1.847188,1.25,
"7.60",1.856875,1.259,
"7.65",1.865625,1.267,
"7.70",1.87625,1.275,
"7.75",1.885937,1.284,
"7.80",1.894688,1.292,
"7.85",1.904375,1.3,
"7.90",1.913437,1.309,
"7.95",1.923437,1.317,
"8.00",1.933125,1.325,
"8.05",1.943125,1.334,
"8.10",1.953437,1.342,
"8.15",1.961563,1.35,
"8.20",1.972188,1.359,
"8.25",1.982188,1.367,
"8.30",1.992188,1.375,
"8.35",2.002187,1.384,
"8.40",2.0125,1.392,
"8.45",2.021563,1.4,
"8.50",2.031563,1.409,
"8.55",2.040937,1.417,
"8.60",2.05125,1.425,
"8.65",2.06125,1.434,
"8.70",2.070937,1.442,
"8.75",2.080625,1.45,
"8.80",2.09,1.459,
"8.85",2.100312,1.467,
"8.90",2.11,1.475,
"8.95",2.119375,1.484,
"9.00",2.130312,1.492,
"9.05",2.140312,1.5,
"9.10",2.150312,1.509,
"9.15",2.160312,1.517,
"9.20",2.170625,1.525,
"9.25",2.181875,1.534,
"9.30",2.192812,1.542,
"9.35",2.203125,1.55,
"9.40",2.21375,1.559,
"9.45",2.223438,1.567,
"9.50",2.2325,1.575,
"9.55",2.242188,1.584,
"9.60",2.251875,1.592,
"9.65",2.262187,1.6,
"9.70",2.271875,1.609,
"9.75",2.282187,1.617,
"9.80",2.292187,1.625,
"9.85",2.301875,1.634,
"9.90",2.313125,1.642,
"9.95",2.321875,1.65,
"10.00",2.3325,1.658,
"10.05",2.342813,1.667,
"10.10",2.353125,1.675,
"10.15",2.36375,1.684,
"10.20",2.37375,1.692,
"10.25",2.384687,1.7,
"10.30",2.395,1.709,
"10.35",2.405,1.717,
"10.40",2.415937,1.725,
"10.45",2.426563,1.734,
"10.50",2.436563,1.742,
"10.55",2.446875,1.75,
"10.60",2.4575,1.759,
"10.65",2.467813,1.767,
"10.70",2.478437,1.775,
"10.75",2.48875,1.784,
"10.80",2.499063,1.792,
"10.85",2.509687,1.8,
"10.90",2.519375,1.809,
"10.95",2.530625,1.817,
"11.00",2.540625,1.825,
"11.05",2.550625,1.834,
"11.10",2.561563,1.842,
"11.15",2.57125,1.85,
"11.20",2.581875,1.859,
"11.25",2.5925,1.867,
"11.30",2.604063,1.875,
"11.35",2.614687,1.884,
"11.40",2.624687,1.892,
"11.45",2.635,1.9,
"11.50",2.645,1.909,
"11.55",2.655313,1.917,
"11.60",2.665625,1.925,
"11.65",2.67625,1.934,
"11.70",2.68625,1.942,
"11.75",2.697187,1.95,
"11.80",2.707187,1.959,
"11.85",2.718437,1.967,
"11.90",2.729375,1.975,
"11.95",2.739687,1.984,
"12.00",2.750313,1.992,
"12.05",2.761563,2,
"12.10",2.772187,2.009,
"12.15",2.7825,2.017,
"12.20",2.794063,2.025,
"12.25",2.805,2.034,
"12.30",2.815938,2.042,
"12.35",2.826875,2.05,
"12.40",2.8375,2.059,
"12.45",2.849062,2.067,
"12.50",2.859688,2.075,
"12.55",2.870938,2.084,
"12.60",2.880938,2.092,
"12.65",2.893125,2.1,
"12.70",2.904063,2.109,
"12.75",2.915,2.117,
"12.80",2.926875,2.125,
"12.85",2.938437,2.134,
"12.90",2.949375,2.142,
"12.95",2.961562,2.15,
"13.00",2.973125,2.159,
"13.05",2.984062,2.167,
"13.10",2.99625,2.175,
"13.15",3.006875,2.184,
"13.20",3.019063,2.192,
"13.25",3.030937,2.2,
"13.30",3.040937,2.209,
"13.35",3.052813,2.217,
"13.40",3.06375,2.225,
"13.45",3.075313,2.234,
"13.50",3.086875,2.242,
"13.55",3.0975,2.25,
"13.60",3.109688,2.259,
"13.65",3.120625,2.267,
"13.70",3.1325,2.275,
"13.75",3.143437,2.284,
"13.80",3.155625,2.292,
"13.85",3.166563,2.3,
"13.90",3.178125,2.309,
"13.95",3.189687,2.317,
"14.00",3.20125,2.325,
"14.05",3.21375,2.334,
"14.10",3.225625,2.342,
"14.15",3.237187,2.35,
"14.20",3.24875,2.359,
"14.25",3.261563,2.367,
"14.30",3.272813,2.375,
"14.35",3.285,2.384,
"14.40",3.296562,2.392,
"14.45",3.309062,2.4,
"14.50",3.320625,2.409,
"14.55",3.3325,2.417,
"14.60",3.344375,2.425,
"14.65",3.35625,2.434,
"14.70",3.368125,2.442,
"14.75",3.38,2.45,
"14.80",3.391562,2.459,
"14.85",3.402812,2.467,
"14.90",3.415,2.475,
"14.95",3.426875,2.484,
"15.00",3.439375,2.492,
"15.05",3.450625,2.5,
"15.10",3.463125,2.509,
"15.15",3.475,2.517,
"15.20",3.487187,2.525,
"15.25",3.49875,2.533,
"15.30",3.512187,2.542,
"15.35",3.523438,2.55,
"15.40",3.535625,2.559,
"15.45",3.548438,2.567,
"15.50",3.559062,2.575,
"15.55",3.570937,2.584,
"15.60",3.58375,2.592,
"15.65",3.595625,2.6,
"15.70",3.606875,2.609,
"15.75",3.619062,2.617,
"15.80",3.63125,2.625,
"15.85",3.643437,2.634,
"15.90",3.656563,2.642,
"15.95",3.668125,2.65,
"16.00",3.68,2.659,
"16.05",3.691875,2.667,
"16.10",3.704688,2.675,
"16.15",3.71625,2.684,
"16.20",3.727813,2.692,
"16.25",3.740313,2.7,
"16.30",3.751875,2.709,
"16.35",3.76375,2.717,
"16.40",3.775312,2.725,
"16.45",3.787188,2.734,
"16.50",3.799375,2.742,
"16.55",3.811875,2.75,
"16.60",3.8225,2.759,
"16.65",3.834687,2.767,
"16.70",3.846875,2.775,
"16.75",3.858438,2.784,
"16.80",3.870625,2.792,
"16.85",3.881875,2.8,
"16.90",3.895313,2.808,
"16.95",3.9075,2.817,
"17.00",3.919688,2.825,
"17.05",3.932188,2.834,
"17.10",3.944062,2.842,
"17.15",3.95625,2.85,
"17.20",3.969687,2.859,
"17.25",3.982188,2.867,
"17.30",3.994375,2.875,
"17.35",4.006875,2.884,
"17.40",4.019063,2.892,
"17.45",4.030625,2.9,
"17.50",4.042812,2.909,
"17.55",4.055,2.917,
"17.60",4.065625,2.925,
"17.65",4.077188,2.934,
"17.70",4.08875,2.942,
"17.75",4.100937,2.95,
"17.80",4.11375,2.959,
"17.85",4.125312,2.967,
"17.90",4.138125,2.975,
"17.95",4.151563,2.983,
"18.00",4.162813,2.992,
"18.05",4.175938,3,
"18.10",4.189063,3.009,
"18.15",4.201562,3.017,
"18.20",4.214375,3.025,
"18.25",4.226563,3.034,
"18.30",4.239687,3.042,
"18.35",4.251875,3.05,
"18.40",4.265625,3.059,
"18.45",4.277187,3.067,
"18.50",4.290312,3.075,
"18.55",4.303125,3.084,
"18.60",4.315938,3.092,
"18.65",4.32875,3.1,
"18.70",4.342187,3.109,
"18.75",4.354375,3.117,
"18.80",4.367813,3.125,
"18.85",4.380938,3.134,
"18.90",4.394375,3.142,
"18.95",4.406562,3.15,
"19.00",4.418437,3.158,
"19.05",4.43125,3.167,
"19.10",4.44375,3.175,
"19.15",4.455625,3.184,
"19.20",4.469062,3.192,
"19.25",4.482187,3.2,
"19.30",4.494375,3.209,
"19.35",4.507187,3.217,
"19.40",4.519063,3.225,
"19.45",4.532813,3.234,
"19.50",4.545,3.242,
"19.55",4.559062,3.25,
"19.60",4.572813,3.259,
"19.65",4.585938,3.267,
"19.70",4.599062,3.275,
"19.75",4.61125,3.284,
"19.80",4.625312,3.292,
"19.85",4.638437,3.3,
"19.90",4.65125,3.308,
"19.95",4.665,3.317,
"20.00",4.677813,3.325,
"20.05",4.691563,3.334,
"20.10",4.705625,3.342,
"20.15",4.718438,3.35,
"20.20",4.732187,3.359,
"20.25",4.746562,3.367,
"20.30",4.760313,3.375,
"20.35",4.773125,3.384,
"20.40",4.78625,3.392,
"20.45",4.799375,3.4,
"20.50",4.812812,3.409,
"20.55",4.826875,3.417,
"20.60",4.839687,3.425,
"20.65",4.853125,3.434,
"20.70",4.867188,3.442,
"20.75",4.879687,3.45,
"20.80",4.893125,3.459,
"20.85",4.906875,3.467,
"20.90",4.92,3.475,
"20.95",4.934062,3.484,
"21.00",4.948125,3.492,
"21.05",4.960938,3.5,
"21.10",4.975625,3.509,
"21.15",4.988438,3.517,
"21.20",5.001875,3.525,
"21.25",5.015937,3.533,
"21.30",5.029062,3.542,
"21.35",5.042188,3.55,
"21.40",5.055313,3.559,
"21.45",5.069063,3.567,
"21.50",5.0825,3.575,
"21.55",5.09625,3.584,
"21.60",5.110938,3.592,
"21.65",5.124063,3.6,
"21.70",5.138437,3.609,
"21.75",5.151875,3.617,
"21.80",5.165625,3.625,
"21.85",5.18,3.634,
"21.90",5.19375,3.642,
"21.95",5.207812,3.65,
"22.00",5.22125,3.658,
"22.05",5.235938,3.667,
"22.10",5.249063,3.675,
"22.15",5.264375,3.684,
"22.20",5.276563,3.692,
"22.25",5.29125,3.7,
"22.30",5.305,3.709,
"22.35",5.319687,3.717,
"22.40",5.333125,3.725,
"22.45",5.347188,3.734,
"22.50",5.360312,3.742,
"22.55",5.37375,3.75,
"22.60",5.3875,3.759,
"22.65",5.401875,3.767,
"22.70",5.41625,3.775,
"22.75",5.429688,3.784,
"22.80",5.442812,3.792,
"22.85",5.456875,3.8,
"22.90",5.470938,3.809,
"22.95",5.484687,3.817,
"23.00",5.499375,3.825,
"23.05",5.512187,3.834,
"23.10",5.525,3.842,
"23.15",5.539688,3.85,
"23.20",5.55375,3.859,
"23.25",5.567812,3.867,
"23.30",5.5825,3.875,
"23.35",5.596562,3.884,
"23.40",5.61125,3.892,
"23.45",5.625312,3.9,
"23.50",5.639375,3.908,
"23.55",5.654375,3.917,
"23.60",5.6675,3.925,
"23.65",5.6825,3.934,
"23.70",5.6975,3.942,
"23.75",5.712187,3.95,
"23.80",5.7275,3.959,
"23.85",5.740938,3.967,
"23.90",5.756563,3.975,
"23.95",5.771875,3.984,
"24.00",5.78625,3.992,
"24.05",5.801562,4,
"24.10",5.817187,4.009,
"24.15",5.832812,4.017,
"24.20",5.8475,4.025,
"24.25",5.8625,4.033,
"24.30",5.877188,4.042,
"24.35",5.891875,4.05,
"24.40",5.90625,4.059,
"24.45",5.921563,4.067,
"24.50",5.93625,4.075,
"24.55",5.95125,4.084,
"24.60",5.966562,4.092,
"24.65",5.981563,4.1,
"24.70",5.996562,4.109,
"24.75",6.010625,4.117,
"24.80",6.02625,4.125,
"24.85",6.04125,4.134,
"24.90",6.056562,4.142,
"24.95",6.070938,4.15,
"25.00",6.085938,4.158,
"25.05",6.100625,4.167,
"25.10",6.115,4.175,
"25.15",6.13,4.184,
"25.20",6.142813,4.192,
"25.25",6.15625,4.2,
"25.30",6.169063,4.209,
"25.35",6.182813,4.217,
"25.40",6.196562,4.225,
"25.45",6.21,4.234,
"25.50",6.22375,4.242,
"25.55",6.238125,4.25,
"25.60",6.251563,4.259,
"25.60",6.251563,4.259,
"25.60",6.251563,4.259,

